Level,Salary
Junior,50869
Mid,71934
Lead,137087
Senior,109023
Junior,63813
Lead,120619
Mid,78638
Junior,55594
Lead,126820
Mid,73442
Junior,67675
Entry,43142
Lead,142897
Mid,87088
Junior,59196
Lead,136760
Lead,140597
Lead,120443
Mid,86023
Senior,100897
Lead,123465
Lead,142488
Senior,108107
Entry,31919
Senior,103473
Senior,105710
Mid,83478
Junior,51999
Junior,60903
Entry,44700
Entry,35445
Lead,138040
Lead,120246
Junior,55212
Senior,113142
Mid,72368
Mid,71839
Senior,119074
Mid,73691
Junior,54348
Entry,36060
Entry,45525
Lead,123338
Junior,55487
Mid,87143
Senior,117344
Entry,40307
Lead,129915
Senior,113177
Senior,118768
Mid,75273
Junior,55423
Lead,137434
Junior,55479
Senior,92249
Junior,52921
Lead,140425
Junior,66916
Mid,78167
Entry,37292
Junior,56931
Entry,31091
Lead,136363
Mid,70260
Entry,43435
Lead,129377
Entry,45813
Junior,54301
Entry,46476
Junior,58556
Lead,133795
Lead,139479
Senior,111565
Mid,88660
Senior,114578
Lead,129945
Mid,74231
Lead,132207
Mid,76336
Entry,39630
Entry,31141
Junior,58400
Junior,62936
Mid,82812
Lead,124008
Lead,133056
Entry,36655
Senior,103027
Senior,90521
Senior,91400
Mid,73723
Senior,109631
Mid,74781
Entry,42873
Senior,109853
Mid,88932
Junior,57549
Mid,85074
Senior,90949
Lead,136905
Entry,44732
Mid,87866
Mid,88599
Lead,145003
Junior,64690
Senior,115120
Lead,141303
Senior,93765
Mid,72827
Mid,81519
Senior,90730
Entry,38600
Junior,65618
Mid,74179
Senior,97830
Mid,76615
Mid,75543
Senior,113434
Senior,90666
Lead,147883
Junior,52060
Mid,76702
Senior,117028
Junior,50158
Senior,105996
Lead,127956
Entry,42566
Senior,96574
Mid,77257
Senior,105909
Mid,81802
Entry,48803
Lead,131278
Mid,88690
Junior,52570
Lead,120324
Junior,55645
Junior,68329
Lead,124486
Lead,120567
Entry,32179
Senior,105919
Entry,48030
Senior,93909
Lead,147107
Lead,127485
Entry,49465
Entry,34131
Lead,141507
Senior,104903
Junior,69171
Junior,59470
Junior,61540
Entry,46709
Mid,70303
Senior,119155
Entry,37715
Entry,41226
Lead,135037
Junior,52369
Senior,90528
Mid,74675
Lead,122341
Mid,85256
Junior,65539
Lead,148906
Entry,35127
Mid,84252
Mid,73925
Junior,67412
Junior,51242
Entry,39797
Mid,76406
Junior,63965
Entry,33626
Mid,86568
Lead,141380
Lead,128031
Senior,93188
Junior,56765
Mid,80807
Lead,147066
Entry,39352
Mid,74313
Mid,83786
Senior,107536
Entry,42533
Mid,78559
Mid,70615
Entry,35977
Senior,99780
Junior,56984
Senior,115274
Senior,112165
Junior,50944
Junior,59114
Mid,82312
Lead,125783
Senior,115659
Mid,89310
Junior,52957
Lead,126047
Junior,66347
Junior,51902
Lead,122567
Junior,58075
Mid,72994
Mid,77377
Lead,146467
Entry,34210
Mid,84838
Entry,37878
Junior,66454
Senior,114070
Mid,88161
Lead,122228
Lead,146462
Entry,36391
Entry,30637
Mid,87333
Entry,33587
Mid,74866
Senior,107086
Entry,39118
Junior,52517
Entry,44228
Senior,117956
Senior,90309
Entry,33952
Entry,49433
Lead,133871
Lead,142796
Mid,70015
Lead,144390
Lead,147959
Junior,59759
Entry,36412
Entry,40196
Senior,111050
Lead,127835
Junior,63587
Junior,69153
Senior,109430
Mid,76840
Mid,72415
Lead,122389
Lead,136211
Senior,113925
Junior,60518
Senior,100252
Senior,102447
Junior,65089
Lead,148173
Senior,117000
Senior,109207
Mid,77433
Entry,41284
Mid,73664
Entry,30497
Junior,57641
Lead,124643
Entry,30131
Senior,107241
Senior,98712
Mid,85660
Senior,101588
Lead,129452
Lead,121607
Entry,33574
Senior,103541
Mid,79935
Lead,140175
Mid,87472
Entry,31361
Lead,124473
Mid,77319
Senior,99481
Entry,47570
Entry,31773
Senior,100255
Lead,141799
Senior,92558
Senior,95079
Lead,141804
Senior,115594
Lead,139888
Junior,69050
Lead,136039
Lead,128785
Senior,93280
Lead,135213
Junior,65936
Mid,70868
Senior,116398
Mid,85407
Junior,66254
Entry,32256
Lead,148618
Senior,115097
Lead,125423
Junior,56608
Senior,107897
Lead,137835
Mid,84325
Lead,121753
Senior,107996
Senior,98747
Senior,108433
Lead,120824
Entry,41041
Junior,61517
Senior,106876
Lead,143586
Mid,81183
Entry,46712
Entry,44639
Mid,74316
Mid,79695
Senior,112187
Junior,58379
Lead,147862
Junior,65977
Senior,102071
Mid,73136
Mid,76618
Junior,57965
Junior,58708
Lead,126569
Senior,95213
Junior,54228
Junior,54409
Senior,116119
Entry,48590
Senior,92708
Mid,87131
Junior,56553
Junior,51379
Entry,33770
Junior,59088
Mid,89510
Junior,56208
Senior,91295
Junior,64481
Entry,43597
Junior,52786
Junior,51620
Mid,86554
Lead,144524
Junior,53897
Senior,116199
Mid,72837
Lead,140553
Junior,67063
Junior,50236
Junior,52423
Mid,84988
Senior,91032
Senior,117430
Lead,148277
Junior,62262
Lead,143464
Lead,124942
Junior,57730
Senior,90633
Junior,56487
Lead,135131
Mid,73098
Entry,38097
Entry,35476
Junior,54887
Senior,99492
Mid,75807
Entry,42812
Lead,149570
Mid,83074
Entry,45683
Lead,141479
Mid,86447
Lead,137729
Junior,59814
Junior,63890
Lead,139714
Lead,131218
Junior,51954
Entry,36439
Junior,50961
Senior,118421
Junior,56007
Mid,87776
Lead,145350
Lead,126196
Lead,148000
Senior,110973
Junior,58142
Lead,144855
Junior,65534
Junior,63384
Junior,67443
Mid,71922
Entry,41991
Entry,32473
Lead,148715
Mid,80043
Lead,136210
Lead,120594
Lead,136890
Junior,58212
Senior,107783
Junior,57854
Senior,100653
Mid,75190
Senior,95681
Lead,136720
Senior,118152
Senior,115467
Lead,125122
Junior,61217
Mid,71408
Junior,60135
Entry,38738
Mid,87804
Junior,60964
Junior,54098
Mid,77619
Senior,108226
Mid,89200
Entry,35510
Lead,149299
Senior,97543
Mid,82429
Senior,117632
Junior,50663
Lead,138413
Junior,55717
Entry,43200
Junior,55004
Junior,63156
Lead,124402
Senior,104662
Senior,95912
Mid,84635
Lead,130524
Junior,67156
Lead,149049
Senior,99815
Entry,31561
Senior,105203
Senior,99290
Mid,87131
Lead,123973
Mid,71615
Mid,80494
Mid,83054
Senior,103515
Senior,95854
Entry,47743
Junior,54927
Lead,138280
Senior,103476
Junior,50641
Mid,80085
Senior,94050
Junior,68688
Entry,33343
Entry,49192
Lead,129416
Mid,70886
Entry,48830
Junior,61530
Lead,141395
Mid,72631
Junior,69056
Mid,88721
Entry,47012
Mid,72679
Mid,74422
Junior,57463
Senior,91780
Senior,116490
Senior,99424
Lead,126571
Entry,30825
Senior,113660
Entry,32395
Junior,65779
Lead,149722
Entry,36792
Senior,116924
Junior,57711
Lead,147912
Senior,116789
Senior,94096
Senior,114312
Lead,128254
Mid,81584
Entry,48653
Senior,94721
Entry,30195
Entry,33273
Mid,80886
Junior,53212
Senior,107905
Mid,71080
Senior,112007
Junior,64047
Mid,70639
Junior,62502
Senior,93736
Mid,86473
Senior,117497
Senior,99294
Lead,148489
Lead,139325
Mid,81698
Junior,59657
Senior,106376
Entry,42015
Junior,67510
Senior,98708
Junior,59493
Lead,136995
Lead,138240
Entry,36229
Mid,85438
Junior,66557
Senior,116217
Lead,123646
Senior,108747
Entry,41344
Entry,39910
Mid,82984
Junior,55190
Entry,36997
Junior,62020
Senior,99286
Lead,143437
Junior,50455
Lead,144182
Lead,141348
Entry,32976
Entry,36387
Junior,56525
Entry,43348
Lead,136102
Lead,124492
Mid,85195
Junior,69538
Junior,55580
Entry,36875
Junior,58656
Junior,57269
Lead,136167
Mid,80380
Junior,50303
Lead,132683
Junior,68715
Junior,50079
Senior,117407
Lead,130169
Lead,123976
Junior,67768
Lead,126652
Senior,97176
Mid,88676
Junior,62319
Mid,81001
Entry,48741
Senior,108063
Senior,101231
Entry,49911
Mid,85608
Junior,54090
Junior,57471
Lead,130196
Entry,37008
Lead,128632
Junior,50226
Senior,108785
Entry,35672
Senior,111664
Entry,47254
Junior,55270
Senior,112270
Junior,58664
Lead,128271
Lead,120589
Entry,46267
Lead,136159
Senior,116892
Senior,119006
Lead,127235
Junior,51841
Junior,51134
Junior,63139
Junior,57771
Senior,103898
Junior,54297
Lead,121942
Lead,146920
Senior,114274
Lead,120337
Entry,40057
Junior,58983
Senior,106283
Lead,146092
Junior,56118
Junior,52673
Mid,81977
Mid,78250
Junior,68446
Entry,33748
Senior,103665
Mid,73029
Mid,74035
Senior,99638
Senior,111173
Entry,34242
Mid,71439
Entry,32466
Entry,42329
Lead,137349
Senior,96928
Entry,39111
Entry,41064
Lead,129404
Senior,102145
Lead,123055
Mid,72682
Mid,75278
Entry,46997
Entry,41346
Senior,103871
Entry,45946
Senior,102752
Mid,76942
Mid,81383
Lead,120020
Junior,63721
Mid,75767
Senior,116951
Junior,60750
Entry,38076
Senior,94314
Entry,40236
Entry,39023
Junior,61884
Entry,42882
Mid,84035
Lead,122853
Lead,124176
Senior,115920
Mid,76829
Junior,51886
Mid,82589
Lead,139874
Senior,90306
Senior,108040
Lead,126611
Mid,89076
Lead,120275
Senior,101553
Junior,61573
Junior,69844
Entry,46017
Senior,110662
Lead,147953
Mid,76862
Lead,146252
Senior,104604
Senior,117201
Mid,87198
Mid,81692
Lead,135225
Senior,108261
Mid,88870
Senior,101937
Mid,84598
Mid,74014
Entry,42545
Junior,53407
Entry,47358
Entry,34369
Senior,98050
Entry,35415
Senior,90287
Senior,115451
Entry,37450
Senior,107504
Junior,66830
Entry,41760
Entry,49280
Junior,68547
Junior,59543
Lead,140886
Entry,48109
Senior,93413
Senior,90022
Entry,43986
Mid,86161
Entry,46941
Entry,36998
Mid,88040
Junior,58998
Entry,43329
Mid,81167
Lead,129639
Senior,103338
Junior,55984
Mid,73454
Lead,148029
Junior,67869
Entry,37195
Junior,59399
Entry,43686
Senior,91507
Senior,112787
Entry,47309
Senior,96583
Junior,65797
Lead,125291
Lead,147484
Senior,102877
Senior,117313
Mid,79335
Entry,47715
Senior,117924
Junior,60534
Lead,137189
Senior,100967
Senior,98660
Senior,97055
Mid,79616
Entry,33832
Mid,83107
Lead,148646
Junior,65954
Mid,80110
Entry,46462
Entry,31031
Entry,45090
Entry,45816
Lead,130437
Mid,71550
Junior,54682
Junior,62914
Junior,53856
Senior,97970
Mid,72094
Senior,102095
Entry,43672
Lead,149841
Lead,128559
Entry,33299
Junior,55639
Senior,101055
Lead,142058
Senior,108612
Lead,136980
Mid,89990
Mid,73889
Mid,85458
Senior,116162
Junior,50452
Senior,113720
Mid,75967
Lead,146580
Senior,91942
Entry,44407
Junior,64557
Lead,136445
Lead,133093
Lead,122788
Senior,100400
Lead,141105
Junior,53925
Lead,138433
Entry,42656
Mid,73904
Senior,100419
Lead,136676
Mid,80414
Mid,82165
Senior,117051
Mid,74860
Junior,64400
Entry,38619
Junior,61164
Senior,90106
Senior,94754
Entry,36408
Senior,91225
Lead,124250
Lead,147944
Junior,68004
Entry,42055
Lead,125419
Junior,65713
Senior,101784
Junior,60998
Mid,78950
Mid,75644
Entry,39260
Entry,44690
Senior,115278
Lead,136488
Junior,50395
Senior,108394
Junior,63138
Lead,124537
Lead,141352
Mid,87435
Junior,56618
Senior,113856
Junior,69968
Senior,91263
Junior,60934
Entry,40265
Senior,117724
Entry,31351
Lead,147397
Senior,115245
Mid,80885
Mid,71022
Senior,92037
Junior,58756
Mid,83558
Senior,91424
Senior,106603
Mid,78983
Mid,87693
Junior,54929
Lead,149992
Junior,59522
Senior,102638
Lead,132121
Senior,104219
Junior,60248
Entry,31583
Entry,37988
Mid,79953
Senior,119940
Entry,32613
Lead,132336
Entry,47765
Junior,53515
Junior,58384
Entry,33534
Senior,116260
Junior,68909
Senior,115465
Lead,147031
Junior,58302
Senior,114430
Entry,44385
Senior,117219
Junior,56749
Entry,39821
Entry,35283
Entry,37511
Junior,62557
Junior,67263
Senior,99408
Senior,103690
Entry,46891
Entry,47509
Junior,57975
Senior,94870
Mid,81554
Entry,33465
Entry,46845
Senior,95413
Senior,95012
Senior,106126
Entry,30005
Entry,37038
Senior,93970
Mid,72606
Mid,70525
Junior,51180
Senior,116265
Mid,83057
Entry,35922
Junior,52792
Mid,83844
Mid,88799
Lead,136212
Lead,128159
Lead,126374
Entry,36004
Junior,61412
Senior,113539
Junior,69017
Mid,87175
Entry,43861
Senior,105032
Mid,82218
Entry,32977
Mid,73793
Senior,115173
Mid,80705
Entry,34270
Senior,103772
Lead,137600
Senior,103123
Senior,103347
Lead,141377
Senior,105513
Senior,116714
Mid,77526
Mid,83513
Lead,144317
Lead,124595
Mid,85402
Junior,59955
Mid,83996
Entry,49405
Mid,71185
Mid,80662
Junior,54899
Lead,121935
Junior,59445
Mid,80335
Junior,57479
Mid,75062
Mid,80712
Entry,33022
Entry,31547
Mid,74204
Entry,41529
Junior,59709
Lead,124917
Lead,131877
Entry,33052
Entry,38382
Lead,137316
Lead,127240
Mid,75558
Entry,41103
Mid,78753
Entry,37506
Mid,75429
Mid,77248
Senior,109218
Mid,72479
Senior,111240
Mid,70434
Lead,130230
Mid,75725
Entry,33959
Junior,61143
Junior,56347
Junior,52713
Junior,61561
Mid,82787
Entry,40596
Mid,89930
Junior,68687
Junior,53221
Mid,78637
Entry,43123
Mid,84133
Entry,35608
Senior,96472
Lead,132008
Lead,135055
Entry,47945
Entry,37596
Entry,34942
Entry,31600
Lead,126071
Entry,42523
Senior,117308
Junior,69483
Mid,76693
Senior,111706
Lead,142335
Junior,59314
Mid,75309
Senior,114154
Lead,135389
Lead,147685
Lead,147195
Junior,66563
Lead,127279
Senior,97188
Entry,32024
Mid,73217
Entry,35285
Senior,97370
Senior,112995
Entry,32432
Junior,54866
Lead,138454
Entry,31781
Mid,87900
Senior,115490
Mid,79638
Senior,99675
Mid,87184
Senior,115822
Junior,55267
Mid,73257
Lead,138472
Entry,41656
Lead,128063
Junior,69706
Junior,60375
Senior,92861
Mid,88039
Senior,114621
Senior,119743
Senior,111022
Entry,39643
Entry,45233
Entry,49507
Lead,130532
Junior,59680
Lead,146149
Mid,80619
Senior,116980
Mid,71976
Entry,42165
Lead,122490
Senior,110765
Senior,112371
Junior,62857
Senior,117463
Lead,128689
Entry,44205
Entry,35452
Junior,56094
Junior,68300
Lead,133230
Mid,87754
Entry,31636
Lead,144667
Senior,114760
Senior,116147
Senior,107215
Junior,55538
Senior,100317
Junior,58455
Senior,105630
Junior,60000
Senior,111815
Lead,123087
Lead,143809
Senior,111851
Entry,47077
Mid,75406
Entry,33491
Mid,73392
Junior,52268
Entry,33783
Entry,44479
Junior,65387
Junior,58981
Entry,38850
Entry,45172
Mid,88337
Mid,73657
Entry,47158
Senior,99572
Senior,97867
Senior,103006
Junior,53097
Lead,148377
Junior,56665
Entry,32765
Junior,50716
Mid,71711
Junior,56261
Entry,36086
Entry,44362
Lead,133392
Senior,92246
Mid,72822
Senior,107234
Senior,106683
Entry,31082
Lead,147494
Entry,41728
Junior,58967
Entry,47836
Junior,64039
Senior,97157
Senior,108281
Junior,59519
Lead,128948
Senior,110191
Senior,108230
Senior,113405
Entry,42803
Junior,63698
Entry,45376
Lead,136018
Junior,50944
Junior,62718
Mid,89944
Junior,58369
Entry,43721
Entry,44051
Senior,91774
Junior,67229
Junior,59408
Junior,53260
Senior,93145
Junior,57802
Junior,58155
Mid,76695
Entry,35758
Entry,49014
Entry,37556
Junior,55930
Junior,53512
Mid,83207
Mid,84322
Entry,32060
Mid,72387
Entry,38031
Lead,121127
Mid,77365
Senior,97611
Entry,39364
Entry,43055
Junior,54297
Junior,50448
Entry,47177
Lead,126012
Mid,71620
Entry,30948
Entry,39319
Lead,131952
Mid,87787
Entry,30548
Entry,37903
Entry,40613
Lead,137188
Senior,115186
Lead,124367
Senior,106204
Senior,117049
Junior,57810
Entry,34554
Mid,88901
Junior,58697
Entry,42371
Mid,79236
Junior,57061
Lead,123902
Entry,31596
Lead,120679
Mid,82020
Junior,62096
Junior,58509
Senior,114365
Lead,140080
Junior,69380
Mid,72542
Junior,57410
Senior,103647
Mid,80433
Senior,99860
Mid,80745
Entry,36818
Lead,135798
Mid,82770
Lead,138548
Senior,109049
Junior,52563
Junior,58498
Senior,115107
Junior,52696
Junior,57704
Senior,113720
Mid,79765
Lead,130002
Lead,149070
Mid,89236
Lead,126641
Entry,39966
Lead,136819
Junior,62647
Entry,34959
Junior,68034
Lead,145821
Senior,117215
Junior,51326
Junior,63500
Entry,46772
Mid,89175
Lead,137087
Lead,142218
Lead,135472
Senior,102366
Mid,71301
Junior,60551
Entry,34112
Junior,62763
Entry,46882
Junior,58620
Junior,52105
Junior,55630
Entry,33206
Senior,113521
Junior,52628
Lead,149570
Mid,71067
Mid,89397
Senior,119164
Mid,85377
Lead,124066
Senior,110773
Senior,105831
Mid,70171
Mid,82818
Senior,112240
Junior,60380
Junior,58380
Lead,120157
Junior,69101
Mid,78437
Senior,97200
Entry,48761
Junior,51810
Entry,37895
Entry,36953
Senior,112131
Senior,95605
Senior,93076
Entry,30619
Lead,132644
Lead,140298
Mid,89980
Senior,94039
Entry,35630
Junior,57282
Senior,93307
Junior,56665
Senior,91073
Senior,115741
Junior,65389
Junior,62318
Senior,93055
Lead,137043
Entry,36513
Mid,79321
Entry,34466
Senior,116044
Senior,116678
Mid,85879
Mid,78284
Junior,60991
Junior,54511
Lead,123881
Lead,122413
Entry,45729
Mid,74784
Junior,55626
Mid,71145
Mid,75450
Senior,109389
Senior,103535
Entry,43523
Senior,93992
Mid,78027
Entry,41972
Junior,60793
Junior,50529
Lead,145842
Lead,143827
Junior,54734
Mid,88909
Junior,63989
Senior,94425
Entry,30533
Mid,82247
Senior,118255
Junior,54087
Junior,63293
Mid,72355
Senior,92971
Junior,55539
Entry,32836
Senior,93644
Junior,53166
Senior,109230
Mid,81332
Lead,124722
Mid,87166
Senior,104072
Entry,35855
Mid,82046
Lead,143634
Mid,82498
Entry,42777
Mid,89070
Mid,78526
Junior,63930
Mid,86445
Mid,88584
Mid,71683
Junior,65708
Junior,58678
Junior,61924
Senior,98732
Junior,60252
Junior,56787
Senior,95232
Senior,114514
Lead,142580
Junior,54288
Entry,36240
Mid,77851
Entry,36866
Lead,148441
Senior,109467
Lead,149915
Senior,99963
Mid,77333
Mid,76655
Lead,149815
Entry,49105
Entry,39080
Senior,96820
Entry,33957
Entry,46044
Lead,134687
Entry,49665
Junior,68249
Senior,111984
Lead,134369
Entry,48782
Entry,30347
Lead,130005
Lead,122574
Junior,55272
Lead,136532
Junior,51300
Senior,113979
Mid,82225
Junior,62045
Senior,94385
Senior,114914
Entry,35964
Mid,89874
Lead,149902
Entry,42268
Senior,110852
Mid,78722
Senior,118694
Entry,48280
Senior,109708
Mid,70782
Mid,77789
Lead,148349
Mid,89523
Senior,97575
Entry,41294
Mid,84542
Lead,136962
Mid,82699
Junior,51376
Mid,75408
Senior,111442
Lead,126283
Entry,36443
Lead,141143
Senior,94920
Lead,131748
Senior,104484
Senior,96450
Lead,137467
Mid,70020
Mid,84717
Lead,130117
Entry,39664
Senior,113225
Entry,49797
Junior,60807
Mid,76402
Junior,66389
Senior,102692
Junior,65065
Junior,63111
Junior,65510
Senior,98816
Lead,145654
Entry,47579
Mid,72069
Entry,34244
Senior,106555
Junior,55906
Lead,129610
Lead,120753
Lead,126851
Entry,45190
Senior,101202
Junior,58359
Entry,45410
Junior,58462
Entry,46727
Senior,93081
Junior,65657
Senior,91532
Mid,88037
Lead,126344
Mid,71438
Entry,44819
Lead,144550
Junior,53079
Mid,78558
Junior,66469
Entry,44329
Senior,106382
Senior,97588
Entry,39955
Lead,137610
Lead,120689
Junior,54507
Lead,140765
Entry,46813
Lead,148702
Mid,78631
Entry,34507
Lead,123467
Senior,107745
Junior,64772
Lead,129114
Entry,38367
Lead,125297
Mid,83500
Junior,54697
Senior,119383
Junior,61463
Mid,82901
Lead,136022
Junior,60842
Entry,34544
Lead,126074
Lead,126850
Mid,70750
Lead,140446
Mid,71617
Mid,73333
Mid,70511
Mid,75082
Lead,136636
Mid,78820
Lead,129178
Entry,42270
Entry,32807
Lead,137408
Entry,49359
Mid,74856
Lead,129245
Mid,88951
Entry,34587
Mid,75046
Senior,113862
Senior,111658
Lead,148237
Lead,135797
Lead,126265
Senior,96598
Mid,89500
Lead,146998
Mid,84306
Junior,61885
Junior,61058
Senior,107701
Lead,143911
Junior,51593
Senior,119521
Junior,57026
Lead,131329
Lead,126954
Junior,68174
Entry,45496
Entry,39280
Junior,54127
Senior,117521
Junior,63554
Senior,115176
Junior,50987
Lead,146015
Lead,138447
Junior,54378
Entry,48318
Lead,141584
Junior,56385
Lead,137087
Lead,125480
Entry,37777
Junior,55362
Mid,72818
Entry,41341
Mid,89328
Lead,146499
Lead,146464
Entry,40907
Junior,66007
Junior,62090
Junior,67562
Junior,63065
Senior,96037
Senior,99290
Senior,108098
Entry,40522
Mid,85115
Entry,47716
Lead,133621
Lead,134761
Entry,44002
Mid,82743
Senior,106827
Mid,87310
Junior,66617
Junior,69075
Mid,70386
Mid,78110
Entry,35581
Entry,35767
Junior,68383
Junior,64633
Lead,139163
Senior,100707
Entry,48061
Mid,81548
Senior,99843
Junior,57211
Junior,53841
Mid,76416
Junior,54885
Mid,84393
Lead,132288
Lead,137880
Senior,94861
Junior,50914
Lead,121995
Junior,50094
Lead,135100
Senior,111718
Junior,64466
Senior,110860
Lead,120551
Entry,38486
Junior,58360
Mid,77310
Lead,125817
Lead,142758
Entry,38070
Entry,36153
Junior,65589
Entry,40432
Entry,46746
Mid,73851
Lead,130498
Lead,121824
Mid,82549
Junior,65132
Entry,37418
Senior,97068
Lead,142205
Senior,114187
Senior,97464
Lead,127121
Entry,34312
Entry,39461
Junior,65791
Senior,104372
Mid,85701
Mid,71602
Entry,39047
Mid,77532
Entry,36903
Mid,87486
Lead,122481
Lead,149513
Entry,33684
Senior,115831
Senior,100431
Senior,114091
Senior,113265
Lead,124830
Entry,37334
Senior,110159
Entry,44879
Entry,44585
Entry,38308
Lead,125942
Junior,52693
Mid,76259
Mid,85579
Lead,139624
Senior,93788
Junior,50371
Lead,127120
Senior,92661
Lead,126651
Entry,34878
Senior,94315
Lead,126474
Senior,97393
Senior,93546
Junior,59388
Senior,98988
Junior,53892
Lead,144726
Entry,33249
Lead,120111
Mid,87545
Entry,32379
Lead,141810
Entry,47809
Lead,143424
Entry,40107
Senior,106686
Junior,54768
Junior,67384
Mid,82198
Mid,88102
Junior,57361
Mid,72882
Senior,106668
Lead,138544
Junior,60467
Lead,141007
Junior,60033
Entry,31401
Mid,72551
Entry,34816
Senior,97699
Lead,137441
Lead,149407
Mid,88179
Senior,94849
Senior,114599
Junior,59496
Senior,96470
Junior,53712
Senior,102721
Entry,42495
Lead,141842
Senior,95381
Junior,69558
Entry,46950
Entry,34622
Lead,148849
Lead,126995
Lead,146296
Entry,48066
Lead,130041
Senior,98490
Lead,132329
Mid,73854
Lead,129901
Junior,67374
Entry,43522
Senior,106002
Mid,74857
Entry,31436
Junior,68483
Mid,74251
Junior,59305
Lead,139618
Junior,57662
Senior,107037
Lead,130531
Mid,79879
Lead,135156
Lead,138581
Entry,35235
Senior,118234
Junior,66709
Lead,124111
Entry,46490
Mid,84497
Mid,88915
Mid,81336
Lead,125362
Mid,85133
Lead,134178
Senior,104751
Junior,53044
Entry,41106
Junior,69423
Entry,48968
Senior,119335
Junior,58102
Lead,132937
Junior,54383
Entry,48083
Senior,104735
Junior,66519
Junior,69919
Mid,89141
Entry,33773
Lead,143036
Senior,91528
Senior,101820
Junior,50848
Entry,40119
Mid,72121
Junior,64755
Entry,48171
Junior,63690
Entry,36473
Mid,88669
Lead,136462
Junior,52652
Senior,119233
Lead,140702
Entry,35385
Mid,84708
Entry,47211
Senior,117294
Lead,141307
Mid,73385
Entry,31965
Lead,122427
Junior,56563
Senior,95840
Mid,84093
Entry,34352
Entry,40384
Junior,58437
Mid,77504
Mid,88471
Entry,37804
Junior,55537
Junior,68440
Senior,98724
Lead,122042
Entry,46741
Junior,63336
Entry,43414
Senior,103721
Entry,32596
Lead,138763
Junior,61795
Entry,42134
Lead,130782
Mid,88922
Mid,87245
Lead,130027
Mid,82400
Junior,51622
Junior,68316
Senior,103955
Junior,69862
Entry,46673
Senior,95858
Entry,49213
Junior,58758
Junior,63281
Lead,135964
Lead,138371
Senior,102057
Junior,69644
Senior,113874
Senior,104281
Senior,112289
Lead,125054
Lead,129204
Mid,71310
Mid,87001
Entry,45882
Junior,65846
Senior,116558
Lead,133012
Lead,125905
Lead,135634
Senior,104801
Senior,99628
Entry,47335
Lead,131005
Mid,77890
Entry,37077
Mid,71971
Entry,31191
Entry,42820
Junior,53046
Entry,38043
Lead,147423
Senior,92804
Entry,33936
Entry,39873
Junior,64614
Mid,88156
Mid,87458
Entry,38783
Mid,84609
Senior,97322
Senior,106208
Mid,83636
Junior,58685
Junior,63778
Junior,59732
Senior,93956
Junior,69478
Lead,125000
Entry,49731
Senior,102907
Entry,49684
Senior,105136
Senior,102219
Senior,96472
Lead,124848
Entry,31037
Mid,78262
Mid,85554
Entry,45263
Mid,86489
Junior,69324
Senior,100384
Entry,43661
Lead,124355
Lead,125906
Mid,82572
Senior,112434
Senior,98261
Mid,86638
Senior,113471
Senior,103575
Junior,60956
Entry,33742
Senior,91967
Senior,91852
Senior,96618
Senior,98303
Lead,148428
Lead,126958
Junior,60215
Junior,66925
Junior,52665
Junior,63129
Junior,56189
Junior,63708
Entry,35095
Junior,57583
Entry,31637
Entry,34670
Mid,75203
Mid,89589
Entry,32366
Lead,142905
Senior,96606
Junior,50012
Senior,110426
Entry,30256
Entry,46833
Lead,145760
Mid,83571
Lead,149281
Lead,134877
Junior,62943
Mid,74016
Lead,143097
Senior,95912
Senior,90442
Entry,33936
Entry,32995
Junior,52216
Senior,101523
Lead,146563
Mid,72568
Entry,45648
Senior,98067
Entry,33573
Junior,51825
Mid,79815
Mid,71176
Entry,49604
Senior,97820
Mid,89946
Senior,113814
Junior,57626
Mid,86137
Lead,141260
Lead,146283
Junior,59510
Mid,85634
Senior,117955
Lead,120375
Senior,109420
Lead,126218
Senior,107124
Junior,63073
Senior,107594
Mid,89503
Senior,109158
Junior,54349
Lead,124965
Lead,133336
Senior,116845
Lead,137321
Entry,37342
Junior,56360
Entry,33743
Lead,132925
Mid,86239
Lead,125475
Junior,55161
Lead,129886
Junior,61221
Senior,92335
Mid,74576
Lead,120500
Senior,98083
Entry,35543
Mid,73276
Senior,112119
Lead,126613
Junior,51327
Lead,130666
Mid,86289
Mid,89701
Lead,125769
Senior,118572
Junior,54555
Mid,70666
Entry,42355
Mid,76335
Lead,138007
Senior,107758
Senior,101503
Entry,43876
Junior,52928
Junior,57617
Entry,34274
Mid,74971
Junior,58389
Entry,49539
Lead,122504
Senior,115852
Senior,114346
Lead,143100
Senior,106854
Mid,80246
Senior,116627
Lead,139338
Lead,123086
Junior,64860
Junior,61419
Senior,90934
Mid,84016
Junior,59966
Junior,51505
Senior,105940
Mid,84924
Mid,89861
Junior,53857
Entry,40120
Mid,72553
Junior,54389
Junior,59231
Lead,123051
Mid,81789
Senior,107473
Mid,85701
Mid,74721
Entry,43565
Entry,43227
Lead,126298
Mid,87387
Senior,100306
Junior,63601
Lead,146662
Mid,74301
Mid,73999
Mid,73408
Mid,86632
Junior,55950
Junior,56966
Mid,76587
Entry,35091
Junior,67061
Junior,58644
Mid,84785
Mid,73656
Mid,86139
Mid,70209
Entry,46261
Junior,53966
Mid,80918
Mid,89208
Mid,74758
Senior,92163
Junior,51868
Junior,65568
Entry,35238
Junior,68940
Senior,112482
Entry,34244
Lead,142985
Lead,135149
Lead,134088
Mid,80473
